Dog_Name,Breed
WILLY,TERRIER MIX
BRADLEY,HOUND LAB
LOUIS,BULLDOG FRENCH
GRIFFIN,BICHON POODLE MIX
ROXI,COONHOUND BLUETICK
BENSON,TERRIER WEST HIGHLAND
RANGER,PORTUGUESE WATER DOG
FENWAY,MIXED
GRACIE,LABRADOODLE
RUBY,MIX
MINNIE,LAB MIX
ROSIE,POODLE MINI
WILLIAM,POODLE MINI
JO,SCHNOODLE
LEO,YORKIE POO
LEO,DASCHUND
MOLLY,LAB MIX
RIDER,SHEEPDOG SHETLAND
TIGER,SCHNAUZER MINI
LEXI,RETRIEVER GOLDEN/COCKER SPANIEL
KANA,COLLIE BORDER
MIKA,RETRIEVER GOLDEN
TEDDY,CAVACHON
LUNA,MIXED
FINLEY,HAVANESE
REGGIE,LABRADOODLE
TUNDRA,HUSKY SIBERIAN
FIALA,CHIHUAHUA MIX
BRODY BRENNAN BURK,TERRIER TIBETAN
STORM,SHAR-PEI MIX
MAISIE,BEAGLE
BENTLEY,RETRIEVER MIX
J.T.,TERRIER SCOTTISH
WILBUR,MIXED - SHEPHERD/HOUND
URSA,MIXED
HUMPHREY,BEAGLE
PAUDAX,HOUND X
OLIVER BERRY,BORDOODLE
ATLAS,SHEPHERD AUSTRALIAN
MAX,CHIHUAHUA SHIH TZU
SOPHIE,HUSKY SIBERIAN
MILLIE,RETRIEVER LABRADOR
WILLOW,AUSTRALIAN LABRADOODLE
MARZIPAN,COCKAPOO
BENTLEY,CAVAPOO
BELLA,COTON DE TULEAR
MALA,SHEPHERD MIX
SKYE,COLLIE BORDER MIX
NALA,RETRIEVER LABRADOR
CHUMLEY,SAINT BERNARD
DAISY,CAVACHON
CHARLIE,GOLDENDOODLE MINI
OZZY,MIXED
JAX,LABRADOR MIX
TANNER,RETRIEVER GOLDEN
GYPSY,SHEPHERD MIX
KEEPER,LAB MIX
IZZY,TERRIER YORKSHIRE
ZEE,COTON DE TULEAR
MACY,PIT BULL MIX
PHOEBE,SCHNAUZER MINI
VESPER,RETRIEVER LABRADOR
LILY,TERRIER BULL
PIPER,LAB MIX
MONTY,RETRIEVER GOLDEN
SUNNY,RETRIEVER ENGLISH LABRADOR
LUNA,COLLIE MIX
ROCKY,HOUND X
SANDY,CHIHUAHUA
LILY,DALMATIAN
ZOE,RETRIEVER GOLDEN
OSCAR,GOLDENDOODLE
PEPPER,MIXED/TERRIER
SPRITE,SPANIEL BRITTANY
OREO,SHEPHERD AUSTRALIAN
SCOTTY,TERRIER WEST HIGHLAND
VESPER,SHEPHERD GERMAN
BUDDY,CHIHUAHUA MIX
ROSIE,MIXED
ROCKY,DACHSHUND LONGHAIR
ROSIE,RETRIEVER LABRADOR
LOTTO,LAB MIX
DOUGLAS,CAVACHON
KANIS DEXTER,HUSKY SIBERIAN
BRUCE,MIX
JACKSON,RETRIEVER GOLDEN
ZARA,RETRIEVER GOLDEN
OREO,TERRIER YORKSHIRE
BEAU,LABRADOODLE
JACK,COLLIE BORDER MIX
IVY,RETRIEVER GOLDEN
SOPHIE,GREATER SWISS MOUNTAIN
HANK,MUNSTERLANDER SMALL
TOBY,GOLDENDOODLE
FLEURIE,BRIARD
PEPPER,SETTER ENGLISH
MIRANDA,BERNESE MOUNTAIN
LULU,RETRIEVER GOLDEN
SAMMY,LABRADOR MIX
PIXIE,RETRIEVER GOLDEN
ADELINE,POODLE MIX
GOSHA,LABRADOODLE
WATSON,SPANIEL CAVALIER KING CHARLES
WINSTON,SPANIEL CAVALIER KING CHARLES
PENNY,POINTER MIX
LILY,GOLDENDOODLE
MIA,BULLDOG OLD ENGLISH
SCOUT,BEAGLE MIX
LAYLA,CHIHUAHUA MIX
OLIVIA,GOLDENDOODLE
SUKI,GOLDENDOODLE
OSCAR,LABRADOODLE
OLIVER,GOLDENDOODLE
OSCAR,COTON DE TULEAR MIX
ROCKY,POMERANIAN
MAYA,LABRADOODLE AUSTRALIAN
MILO,RETRIEVER LABRADOR
GEORGE,BULLDOG FRENCH
BRADY,BERNESE MOUNTAIN DOG MIX
BELLA,MORKIE
TRINITY,COLLIE ROUGH COAT
GIGI,MALTESE
MOOKIE,MIX
RIZZO,MIX
LENNY,DACHSHUND LONGHAIR
TILLIE,AUSTRALIAN TERRIER
BEE,LABRADOODLE MINIATURE
ASTRO BOI,BEAGLE
CHARLIE,POODLE MIX
MARGOT,MIX
COOKIE,MALTESE
BOGIE,BULLDOG
BOOMER,GOLDENDOODLE MEDIUM
PARKER,COLLIE ROUGH COAT
HONEY,AUSTRALIAN SHEPHERD
WINSTON,MALTIPOO
LOGAN,MIXED
FINBAR,WOLFHOUND IRISH
HUEY,COONHOUND MIX
HOPE,AUSTRALIAN SHEPHERD
COOKIE,LAB/BORDER COLLIE
TOBY,SHIH-TZU
DELILAH,AUSTRALIAN SHEPHERD
SHABU,SHIH-TZU
RUBY,SHEPHERD MIX
LUNA,LABRADOODLE
BRADY,CHIHUAHUA
FRANKIE,PIT BULL
CHESTER,RETRIEVER LABRADOR
RENATA,PUG
TUTI,MALTESE
REILLY,RETRIEVER GOLDEN
SKY,AUSTRALIAN SHEPHERD
ZOOEY,BOXER MIX
LOOPY,SHIBU INU
LING,RETRIEVER LABRADOR
HAZEL,BERNADOODLE
PEPPER,HAVANESE
SASHA,HAVANESE
ELLIE,RETRIEVER GOLDEN
LYRA,BERENDOODLE
CAPTAIN MORGAN,MIX
ROSEBUD,WHIPPET
ELEKTRA,GERMAN SHEPHERD
MOCHA,CORGI
MAGGIE,BEAGLE MIX
PETE,MALTESE
OAKLEY,BORDOODLE
GINGER,HOUND MIX
MILLIE,LABRADOODLE
GLORIA,SAINT BERNARD
BORIS,SAINT BERNARD
COOPER,RETRIEVER GOLDEN
HAZEL,RETRIEVER ENGLISH LABRADOR
LUCA,HAVANESE
TINKERBELL OREO,MIXED
BOOMER,GOLDENDOODLE MINI
ZIGGY,CHINESE CRESTED
DORY,SHEPHERD LAB MIX
BAO,POODLE TOY MIX
TODO,POODLE TOY MIX
NIKA,POODLE TOY
COOKY,SHEPHERD AUSTRAILIAN
ROO,SHEPHERD AUSTRALIAN
HOPS,DACHSHUND MIX
ELLIE,TERRIER WEST HIGHLAND
SUMMER,MALTESE
DAISY,LABRADOR MIX
ABBEY,LAB MIX
LUISA,POMERANIAN
PEROLA,PUG
APOLO,FRENCH BULLDOG
TIGGER,LABRADOR MIX
TIKVAH,PORTUGUESE WATER DOG
MAPLE,GOLDENDOODLE
BENJI,SHEPARD MIX
UGGIE,TERRIER MIX
MEL,BULLDOG FRENCH
LUNA,BULLDOG FRENCH
LUKA,WATER DOG LAGOTA ITALIAN
BUDDY,TERRIER MIX
SCOOTER,TERRIER MIX
BAILEY,TERRIER MIX
BONNIE,WELSH CORGI PEMBROKE
COCO,DACHSHUND MINI
STELLA,RETRIEVER GOLDEN
BUDDY,RETRIEVER GOLDEN
OLIVER,RETRIEVER LABRADOR
AXEL,GERMAN SHORTHAIR
PHIL,GERMAN SHORTHAIR
ROLLIE (ALEXA),GERMAN SHORTHAIR
BIRDIE,BLUE HEELER MIX
CHANTILLY,CAVANESE
BAILEY,FRENCH BULLDOG
LEO,SHIH TZU
TROOPER,HUSKY MIX
CAMO,LABRADOR RETRIEVER MIX
BRIE,MIXED
KOBE,BOXER MIX
MISSY,SHIH TZU MIX
GRACE,SCHNAUZER MINI
REGEANNA,TERRIER MIX
BERNIE,BERNEDOODLE
HOBBS,"TERRIER, STAFFORD"
MONKEY WILLIAMS,CHIHUAHUA MIX
HENRY,AUSTRIALIAN SHEPHERD MIX
PEROT,AMERICAN BULLDOG/CURR MIX
SHADOW,LABRADOODLE
ROWAN,HOUND MIX
BAXTER,IRISH TERRIER
DAISY,SIBERIAN HUSKY
LOLA,SIBERIAN HUSKY
BILLIE,COONHOUND
HARPER,BORDER TERRIER
HEALTH,BERNEDOODLE
LUNA,MIXED TERRIER
SCOUT,MUTT
OLLIE,ZUCHON
JAX,CAVAPOO
FLYNN,MIXED
CHARLIE,LABRADOODLE
BEANS BRADLEY,MINI DACSHUND
FRANKE OLIVER,MINI DACSHUND
GINGER,BOXER
MAXIE,MIX
BRADY,BEAGLE PEKINESE MIX
CHIPPER,CHOCOLATE LAB
STORM,GOLDEN RETRIEVER
BEAUX,"RETRIEVER, LAB MIX"
ZOOM,GOLDEN RETREIVER
RANGER,SCHNAUZER GIANT MIX
OLIVE,BEAGLE
SNICKERS,WHOODLE
PETER,RETRIEVER GOLDEN
MAISEY,MIX SHEPHERD HOUND
CARSON,COCKER SPANIEL MIX
S SCOUT,RETRIEVER GOLDEN
BUDDY,LABRADOODLE AUSTRALIAN
DAISY,LABRADOODLE AUSTRALIAN
MOLLY,GOLDEN RETRIEVER
ISABELLE,AUSIEDODDLE
BEAU,YELLOW LABRADOR
RYDER,CATAHOUK/BOXER MIX
BAILEY,LABRADOODLE
MICKEY,RETRIEVER GOLDEN
ROCKY KITCHEL,LAB
STELLA,CHIHUAHUA/TERRIER MIX
WATSON,LABRADOODLE
MARBLE,LABRRADOR RETRIEVER
DUSTY,"RETRIEVER, ENGLISH LABRADOR"
BARLI,BERNESE MOUNTAIN DOG
OATIE,COCKER SPANIEL - MIXED
BENJAMIN,SALUKI MIX
SNOW,RETRIEVER GOLDED
OTIS,RETRIEVER LABRADOR
KORA,MALTESE
WEISS,MALTESE
ESTHER,RETRIEVER LABRADOR
CHEWY,WHEATON TERRIER
BAILEY,LAB MIX
LILY,MIXED BREED
BUDDY,GERMAN SHORTHAIR POINTER
NINA,CATAHOULA LEOPARD MIX
MAXIMILLIAN SIR PUGS A LOT,PUG
MAIA,HAVANESE
TONY,PEMBROKE WELSH CORGI
LUNA,LAB TERRIER MIX
ANNIE,GOLDEN RETRIEVER
BUDDY,GOLDENDOODLE
OLLIE,GOLDEN RETIRIEVER
LULU,ANATOLIAN SHEPHERD
ZOEY MARIGOLD,LABRADOODLE
ELLIE,BORDER COLLIE MIX
THEO,GERMAN SHEPHERD
DASH,BICHON POODLE
CHASE,"RETRIEVER, LABRADOR"
MIGUEL,GOLDENDOODLE
ARROW,BEAGLE MIX
ELMO,TOY POODLE
TIKA,MIXED BREED
KENNY,BERNADOODLE
DUGGIE,BLACK LABRADOR
PONCHO,ENGLISH SPRINGER SPANIEL
BARKIN,AMERICAN COCKER SPANIEL
DOUG,SCHNAUZER MIX
CHARLIE,STANDARD POODLE
PICACHOO,MALTESE
HENRY KOURI,MIXED
OLIVER,COCKAPOO
INDI,POODLE MIX
DAISY,MIXED BREED
RUSSELL,AUSTRALIAN CATTLE DOG MIX
BELLA BOOTS,MIXED
OLIVER DASH,PEMPROKE WELSH CORGI
MOLLIE,GOLDEN RETRIEVER
POPPEA,COCKER SPANIEL
FIFI,GOLDEN DOODLE
THEO,BERNEDOODLE
HAZEL,YORKSHIRE TERRIER
HUNTER,BEAGLE
TRIXIE,AUSTRALIAN LABRADOODLE
LILY,LAB MIX
COPPER NICO,LABRADOR RETRIEVER
MARS,BICHON FRISE
ZELDA,POODLE/ENGLISH SHEEPDOG
FLEETWOOD,HOUND MIX
ASTON VILLA,MIXED BREED
JULES,COCKAPOO
LEO,LAB
CHARLIE BEAN,COLLIE BORDER
LEXI,HAVANESE
BENJI,COCKAPOO
JOEY,LABRADOR RETRIEVER
NOBLE,WHIPEET
MISS RASPBERRY,SHETLAND SHEEPDOG
PONCHO,MIXED
BOKI,POODLE MIX
SUGARPLUM,LAB/TERRIER
LYDIA,LABRADOR/TERRIER MIX
ELLA,RETRIEVER AUSTRALIAN CATTLE DOG
GYPSY,ENGLISH SETTER
COMET,GOLDEN RETRIEVER
LILLY,GOLDEN DOODLE
CHLOE,MINI SCHNAUZER
ELOISE,LAB BOXER MIX
ROCKET,COONHOUND
INDIE,MIXED
GIRARD,SILVER
NICO,AUSTRALIAN SHEPHARD/CATTLE DOG
REMINGTON,BERNESE MOUTAIN DOG
OLIVER,BLACK LAB
DAISY,TERRIER
CHLOE,LABRADOR RETRIEVER
NELLIE,MIXED
MR. BOJO,DACHSHUND
GATOR,CHOCOLATE LAB
LOKI,MIXED
SKYLAR,GERMAN SHEPHERD
CINDY,BOXER MIX
ODIN,LABRADOR RETRIEVER
VINO,CHIHUAHUA
KAIRO,HOUND HEELER
ZORA,LAB MIX
ARLO,SHEPHERD MIX
MAISEL GRACE,GOLDENDOODLE
PAXIE,SHEPHERD AUSTRALIAN MIX
LEO,BICHON FRISE
BRUNO,GOLDENDOODLE
SKY,GOLDEN RETRIEVER
MILLIE,HUSKY/LAB MIX
COOPER,RETRIEVER ENGLISH LABRADOR
GATSBY,"SCHNAUZER, MINIATURE"
ASLAN,SHEPHERD RIDGEBACK MIX
SIMON,HAVANESE
CUCUMBER,MUSKY MIX/MUTT
MADDIE,ESKIMO DOG MIX
CREAMPUFF,MALTESE
NALA,MINIATURE GOLDENDOODLE
PEPPER,LAB MIX
FITZ,GERMAN SHEPHERD
RORY,GOLDEN RETRIEVER
HALEY,LABRADOR RETRIEVER
COCO,BICHPOO
TOAST,GOLDENDOODLE
LUCY,LAB RETRIEVER MIX
JAVA,RETRIEVER LABRADOR
DAPHNE,NEWFOUNDLAND
BELLA,LABRADOR-BULL DOG MIX
HAZEL,LABRADOODLE
CORA,TERRIER MIX
GRACIE,SHELTIE MIX
BOSUN,PORTUGUESE WATER DOG
LUCINDA,WEST HIGHLAND WHITE TERRIER
COOKIE,YORKSHIRE TERRIER
SKYE,GERMAN SHERPHERD HUSKY MIX
DUKE,BERNEDOODLE
EVEREST,GOLDEN RETRIEVER
LUKE,AUSTRALIAN COBBER DOG
SHOO,MIX/MINI POODLE & BICHON FRISE
THEO,SHIH-POO
HENRY,CHIHUAHUA
JAKE,TERRIER MIX
BEN,GOLDEN RETRIEVER
DOT (FOOFEE),BORDER COLLIE MIX
OLLIE,BERNESE MOUNTAIN DOG
PERCY,MIXED CHIHUAHUA/DACHUND
MAGGIE,COCKAPOO
TINKERBELL,POMERANIAN
SKYE,MIXED
RIGNEY,CAVACHON
ELSA,LAB MIX (MTN. CUR)
BARLEY,LAB MIX
JACK (DRAKE),LABRADOR/PYRENESE
